Start Location,Start Geofence,End Location,End Geofence,Distance,Registration
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Boma, Morogoro Urban, Morogoro, Tanzania",,5.26,T240EBJ
"Boma, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,28.32,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.34,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,12.18,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,2.8,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,0.95,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.55,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,1.78,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,0.0,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,0.0,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Mazimbu, Morogoro Urban, Morogoro, Tanzania",,2.04,T240EBJ
"Mazimbu, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,13.66,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.38,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.03,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,11.76,T240EBJ
"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.81,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,3.47,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,0.0,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.19,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.3,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,1.1,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.01,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.96,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,3.26,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,1.37,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,4.32,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,3.51,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,6.95,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,5.19,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,17.05,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,16.79,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,1.06,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,3.27,T240EBJ
"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,3.6,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING,11.18,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING B,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.4,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mangushi,1.78,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mangushi,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,10.75,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,3.81,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,3.27,T240EBJ
"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,16.98,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.98,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.98,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,14.43,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,1.09,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Madaraka, Sultan Area, Morogoro Urban, Morogoro, Tanzania",,4.48,T240EBJ
"Madaraka, Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,1.76,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.65,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,0.25,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,2.01,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.75,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.33,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,12.68,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,13.31,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,7.52,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,9.38,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",SENGO MILLING,"Kingo, Morogoro Urban, Morogoro, Tanzania",,3.16,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",,"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",,0.58,T240EBJ
"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",,"Boma, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Boma, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,5.86,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.85,T240EBJ
"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,3.82,T240EBJ
"Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,1.64,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,13.79,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,13.6,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,0.88,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.57,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.08,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,1.96,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,0.9,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,3.28,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.04,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,12.01,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,0.52,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,12.26,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,4.64,T240EBJ
"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,6.42,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.71,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,7.3,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,7.44,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.06,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,11.72,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.99,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,13.04,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.56,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,0.12,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,0.0,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.69,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,1.77,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.22,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,2.03,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,6.62,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,7.36,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.88,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,1.95,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,0.15,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.92,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.35,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.47,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.01,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,1.07,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,11.94,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,14.37,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,2.72,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.69,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.37,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,1.76,T240EBJ
"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,13.49,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,2.46,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Godwin Milling A,1.29,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Godwin Milling A,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mama Tunu,1.39,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mama Tunu,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,0.47,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING,0.38,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING B,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mangushi,0.63,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mangushi,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.73,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.67,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,13.57,T240EBJ
"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.97,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,3.88,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.57,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Bigwa, Morogoro Urban, Morogoro, Tanzania",,7.86,T240EBJ
"Bigwa, Morogoro Urban, Morogoro, Tanzania",,"Madaraka, Sultan Area, Morogoro Urban, Morogoro, Tanzania",,8.31,T240EBJ
"Madaraka, Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Madaraka, Sabasaba, Morogoro Urban, Morogoro, Tanzania",,0.39,T240EBJ
"Madaraka, Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,13.71,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mkambalani, Morogoro, Morogoro, Tanzania",TANICITY GRAIN M,9.27,T240EBJ
"Mkambalani, Morogoro, Morogoro, Tanzania",TANICITY GRAIN MILLS,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,8.35,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,12.92,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kichangani, Morogoro Urban, Morogoro, Tanzania",HH Ghikas,3.01,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",HH Ghikas,"Kilakala, Morogoro Urban, Morogoro, Tanzania",T.J.S.,3.59,T240EBJ
"Kilakala, Morogoro Urban, Morogoro, Tanzania",T.J.S.,"Dar Es Salaam, Kilakala, Morogoro Urban, Morogoro, Tanzania",,2.48,T240EBJ
"Dar Es Salaam, Kilakala, Morogoro Urban, Morogoro, Tanzania",,"Old Morogoro, Kilakala, Morogoro Urban, Morogoro, Tanzania",EDEN MILLERS,1.9,T240EBJ
"Old Morogoro, Kilakala, Morogoro Urban, Morogoro, Tanzania",EDEN MILLERS,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,8.57,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mazimbu, Morogoro Urban, Morogoro, Tanzania",,3.03,T240EBJ
"Mazimbu, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,13.01,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.88,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING,6.13,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING B,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Ndossy Milling,7.2,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Ndossy Milling,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,0.27,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MAWESO MILLS,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",SOUTHERN ANGEL,0.6,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",SOUTHERN ANGEL,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",KAMENYI MILLS,2.47,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",KAMENYI MILLS,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",GMF millers,15.81,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",GMF millers,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",AEM,0.62,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",AEM,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Manyunyu Trader,0.26,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",Manyunyu Traders Ltd,"Dar Es Salaam, Kichangani, Morogoro Urban, Morogoro, Tanzania",,3.12,T240EBJ
"Dar Es Salaam, Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,6.73,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.37,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,1.15,T240EBJ
"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,0.7,T240EBJ
"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,1.28,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.86,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.26,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",,0.32,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,2.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,4.74,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,13.08,T240EBJ
